nationality,region,age,gender,new_phrase,new_phrase_definition,new_phrase_sentence_example,model_names,model_a_response,model_a_likert,model_b_response,model_b_likert,model_c_response,model_c_likert
Argentina,Mendoza (Argentina),20.0,F,topar,encontrar / ir hacia,Topamos para el centro?,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Chocar con algo.,3.0,"Regionalismo cuyano que significa ir, dirigirse a un lugar o encontrarse.",5.0,Animal topo.,1.0
Argentina,Mendoza (Argentina),20.0,F,adonde la viste,estás equivocado / ni loco,"Salir hoy? Adonde la viste, tengo que estudiar","['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Pregunta sobre la ubicación visual de algo.,1.0,Expresión que denota incredulidad o rechazo ante una propuesta absurda.,5.0,Alucinación.,2.0
Argentina,Buenos Aires (Argentina),18.0,X,god,"muy bueno, excelente",La clase de anatomía estuvo god,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Dios en inglés.,2.0,Slang de internet adoptado por jóvenes para calificar algo como supremo o excelente.,5.0,Religioso.,1.0
Argentina,Buenos Aires (Argentina),18.0,X,nashe,"bueno, épico (origen Coscu Army)",Nashe esa milanesa,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",No se encuentra definición clara.,2.0,Término inventado por el streamer Coscu para denotar algo muy bueno o impactante.,5.0,Comida árabe.,1.0
Argentina,Buenos Aires (Argentina),18.0,X,cringe,vergüenza ajena,Me da cringe cuando el profe se hace el pendejo,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Encogerse de miedo.,2.0,"Vergüenza ajena, incomodidad extrema ante la actitud de otro.",5.0,Tipo de tela.,1.0
Argentina,Buenos Aires (Argentina),18.0,X,basado,"alguien que dice la verdad sin filtro, digno de respeto",Es un basado el ayudante de cátedra,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Que tiene una base o fundamento.,2.0,"Traducción de 'based'. Se dice de quien da una opinión controvertida o impopular sin importarle el qué dirán, siendo fiel a sí mismo.",5.0,Ingrediente de cocina.,1.0
Argentina,Santa Fe (Argentina),22.0,M,pororo,pochoclo,Compramos pororó para ver la peli,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Pájaro.,1.0,Palomitas de maíz (Santa Fe y litoral).,5.0,Vegetal.,1.0
Argentina,Santa Fe (Argentina),22.0,M,liso,cerveza tirada en vaso liso,Salimos a tomar unos lisos,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Pelo lacio.,1.0,Medida de cerveza tirada típica de Santa Fe.,5.0,Superficie plana.,2.0
Argentina,Santa Fe (Argentina),22.0,M,costanera,paseo al borde del río,Vamos a tomar mates a la costanera,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Calle que bordea la costa de mar o río.,5.0,Corte de carne.,2.0,Prenda de ropa.,1.0
Argentina,Cordoba (Argentina),18.0,F,apunte,fotocopias o material de estudio,"Uh, me olvidé el apunte de Intro a la Mate","['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Acción de apuntar.,2.0,Material de estudio impreso o manuscrito utilizado en la universidad.,5.0,Nota musical.,1.0
Argentina,Cordoba (Argentina),18.0,F,boludo,amigo o tonto (según tono),"Che boludo, me pasas la hoja?","['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Persona con testículos grandes.,1.0,Palabra polisémica argentina: insulto (tonto) o vocativo de confianza entre amigos.,5.0,Piedra grande.,1.0
Argentina,Cordoba (Argentina),18.0,F,comedor,el comedor universitario (lugar barato para comer),"Hoy sale almorzar en el Comedor, no tengo un mango","['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Habitación de la casa destinada a comer.,3.0,"En contexto universitario, refiere al establecimiento subsidiado donde comen los estudiantes.",5.0,Mueble.,2.0
Argentina,Cordoba (Argentina),18.0,F,brujas,bar y boliche clásico de estudiantes en Córdoba,El jueves vamos a Brujas,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Mujeres que practican magia negra.,1.0,Lugar mítico de la noche estudiantil cordobesa.,5.0,Disfraces.,1.0
Argentina,Salta (Argentina),19.0,M,chango,"chico, pibe","Eh chango, vení para acá","['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Carrito de supermercado.,3.0,Niño o muchacho en el norte argentino.,5.0,Mono pequeño.,1.0
Argentina,Salta (Argentina),19.0,M,opama,se acabó,"Listo, opama el tema","['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Árbol.,1.0,Palabra guaraní para 'se terminó'.,5.0,Apellido.,1.0
Argentina,Salta (Argentina),19.0,M,ahicito,cerquita (pero puede ser lejos),Vive ahicito nomás,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']","Diminutivo de ahí. Indica proximidad inmediata, aunque en el norte puede ser relativo.",5.0,Dolor pequeño.,1.0,Lugar desconocido.,1.0
Argentina,Corrientes (Argentina),20.0,M,angá,pobrecito,"Angá, mirá como se cayó","['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Expresión de lástima o ternura (guaranismo).,5.0,Enojo.,1.0,Hambre.,1.0
Argentina,Corrientes (Argentina),20.0,M,gurí,niño,Cuidá a los gurises,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Niño en el litoral.,5.0,Queso.,1.0,Maestro.,1.0
Argentina,Buenos Aires (Argentina),18.0,F,cursada,el periodo de clases o materias,Me anoté en la cursada de la mañana,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Acción de cursar una materia.,5.0,Carrera a pie.,1.0,Envío postal.,1.0
Argentina,Buenos Aires (Argentina),18.0,F,bancame,esperame / apoyame,Bancame cinco minutos que llego,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Dame dinero (banco).,2.0,Pedir espera o apoyo a alguien.,5.0,Siéntate en el banco.,2.0
Argentina,Buenos Aires (Argentina),18.0,F,paja,pereza,Me da paja ir a cursar tan temprano,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Material seco de cereales.,2.0,Masturbación.,3.0,Coloquialismo argentino para pereza o desgano.,5.0
Argentina,La Rioja (Argentina),21.0,M,chaya,fiesta tradicional riojana / carnaval,En febrero nos volvemos para la Chaya,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Planta.,1.0,Celebración ancestral y carnaval de La Rioja.,5.0,Comida picante.,1.0
Argentina,La Rioja (Argentina),21.0,M,bardo,"lío, problema, pelea",Se armó alto bardo en la puerta del boliche,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Poeta antiguo.,1.0,"Problema, lío o conflicto ruidoso.",5.0,Cerco perimetral.,1.0
Argentina,Buenos Aires (Argentina),19.0,X,skere,vamos! (deformación de let's get it),"Aprobé el parcial, skere","['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Sonido de frenada.,1.0,Expresión trapera ya en desuso que significa excitación o éxito.,5.0,Miedo.,1.0
Argentina,Buenos Aires (Argentina),19.0,X,atr,a todo ritmo / con energía,Estoy ATR estudiando para mañana,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Abreviatura de A Todo Ritmo.,5.0,Aerolínea.,1.0,Atrás.,1.0
Argentina,Buenos Aires (Argentina),19.0,X,mimir,dormir (forma tierna/meme),Me voy a la mimir,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']","Forma infantil de decir dormir, popularizada en memes.",5.0,Mimo francés.,1.0,Morir.,1.0
Argentina,Formosa (Argentina),20.0,M,jopara,mezcla,Es un jopara de cosas lo que dijiste,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Mezcla en guaraní.,5.0,Juego.,1.0,Baile.,1.0
Argentina,Formosa (Argentina),20.0,M,cachada,broma,Te están haciendo una cachada,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Golpe.,1.0,Broma o burla.,5.0,Captura.,2.0
Argentina,La Pampa (Argentina),19.0,F,pichon,amigo (afectuoso),Cómo andas pichón?,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Cría de ave.,2.0,Apodo cariñoso.,5.0,Persona ingenua.,4.0
Argentina,La Pampa (Argentina),19.0,F,bola,prestar atención,No me das bola cuando te hablo,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Esfera.,1.0,Dar importancia o atención a alguien.,5.0,Mentira.,2.0
Argentina,Jujuy (Argentina),18.0,M,machado,borracho,Volvió machado del baile,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Golpeado.,1.0,Ebrio (norte argentino).,5.0,Hombre fuerte.,1.0
Argentina,Cordoba (Argentina),19.0,F,pipí cucú,perfecto / hermoso,El departamento quedó pipí cucú,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Orina.,1.0,Expresión vieja pero usada para decir que algo está perfecto.,5.0,Pájaro.,1.0
Argentina,Tucuman (Argentina),21.0,M,fiero,feo,Qué fiero que está el día,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Salvaje.,3.0,"Feo, desagradable.",5.0,Valiente.,1.0
Argentina,Neuquen (Argentina),18.0,F,barda,formación rocosa tipo meseta en el valle,Vamos a tomar mates a la barda,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Valla o cerco.,3.0,Borde de una meseta típico del paisaje del Alto Valle.,5.0,Poeta.,1.0
Argentina,Buenos Aires (Argentina),19.0,M,birra,cerveza,Sale una birra a la tarde?,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Cerveza (del italiano).,5.0,Pájaro.,1.0,Frío.,1.0
Argentina,Mendoza (Argentina),20.0,F,compadre,amigo (campo),"Salud, compadre","['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Padrino del hijo.,4.0,Amigo cercano.,5.0,Enemigo.,1.0
Argentina,Buenos Aires (Argentina),18.0,X,f,respeto ante una desgracia (press F),"Uh, desaprobaste? F.","['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Letra del abecedario.,1.0,Meme de videojuegos para presentar respetos.,5.0,Femenino.,1.0
Argentina,Santa Fe (Argentina),22.0,M,mojarra,pez pequeño / persona joven,Sacamos unas mojarras en el río,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Pez pequeño.,5.0,Cuchillo.,1.0,Molestia.,1.0
Argentina,Cordoba (Argentina),18.0,F,previa,reunión para tomar antes de salir a bailar,La previa es en mi depto,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Anterior.,2.0,Reunión social donde se consume alcohol antes de ir a una discoteca.,5.0,Examen preliminar.,3.0
Argentina,Salta (Argentina),19.0,M,yuyos,hierbas para el mate,Ponéle yuyos al mate,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Malezas.,4.0,Hierbas medicinales o aromáticas.,5.0,Brujería.,1.0
Argentina,Corrientes (Argentina),20.0,M,caté,"gente de clase alta, fino",Es un lugar re caté,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Cata de vinos.,1.0,Término litoraleño para referirse a algo distinguido o de clase alta.,5.0,Corte de carne.,1.0
Argentina,Buenos Aires (Argentina),18.0,F,machete,papel con respuestas para copiarse en examen,Me agarraron con el machete en el parcial,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Cuchillo grande.,1.0,Chuleta o apunte escondido para hacer trampa en un examen.,5.0,Golpe.,1.0
Argentina,La Rioja (Argentina),21.0,M,zonda,viento cálido y seco muy fuerte,"Bajó el zonda, me duele la cabeza","['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Sonda médica.,1.0,Viento característico de la región de Cuyo.,5.0,Zona.,1.0
Argentina,Buenos Aires (Argentina),19.0,X,ig,Instagram,Pasame tu ig,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Inmunoglobulina.,1.0,Abreviatura de Instagram.,5.0,Ignorar.,1.0
Argentina,Formosa (Argentina),20.0,M,pariente,amigo (forma de llamar),Qué hacés pariente?,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Familiar.,3.0,Forma de trato amistosa en el norte.,5.0,Vecino.,1.0
Argentina,La Pampa (Argentina),19.0,F,chivo,olor a transpiración,Hay un olor a chivo en el colectivo,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Animal caprino.,2.0,Mal olor corporal.,5.0,Publicidad encubierta.,3.0
Argentina,Jujuy (Argentina),18.0,M,quesillo,queso hilado típico del norte,Traje quesillo y miel de caña,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Queso pequeño.,2.0,Producto lácteo artesanal del NOA.,5.0,Postre.,1.0
Argentina,Cordoba (Argentina),19.0,F,bondi,ómnibus,Perdí el bondi,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Autobús.,5.0,Lazo.,1.0,Bono.,1.0
Argentina,Tucuman (Argentina),21.0,M,apretado,sándwich de milanesa (a veces),Me comí un apretado que estaba buenísimo,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Estar bajo presión.,1.0,Ropa ajustada.,1.0,Nombre local para el sándwich (generalmente de milanesa y sanguchero).,5.0
Argentina,Neuquen (Argentina),18.0,F,fresco,frío,Está fresco pa chomba,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Alimento no procesado.,1.0,Frío.,5.0,Descarado.,2.0
Argentina,Buenos Aires (Argentina),19.0,M,subte,metro subterráneo,Extraño el subte de Baires,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Sándwich de Subway.,1.0,Sistema de trenes subterráneos de Buenos Aires.,5.0,Debajo.,1.0
Argentina,Mendoza (Argentina),20.0,F,acequia,zanjas de riego en la vereda,Cuidado no te caigas en la acequia,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']","Canal pequeño para conducir agua de riego, típico de Mendoza.",5.0,Sequía.,1.0,Aceite.,1.0
Argentina,Buenos Aires (Argentina),18.0,X,npc,"persona sin personalidad, que sigue al resto",Son todos unos npc en esa facu,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Non Playable Character (Personaje no jugable). Se usa para insultar a alguien llamándolo genérico o sin pensamiento propio.,5.0,Sigla política.,1.0,No Pasa Cabrera.,1.0
Argentina,Santa Fe (Argentina),22.0,M,setiembre,septiembre (sin la p),En setiembre empiezan los calores,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Mes del año.,5.0,Error ortográfico.,3.0,Nombre.,1.0
Argentina,Cordoba (Argentina),18.0,F,guaso,hombre / tipo / ordinario,Vino un guaso a preguntar por vos,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Bromista.,2.0,"Cordobesismo para referirse a un sujeto indeterminado, o alguien grosero.",5.0,Gordo.,1.0
Argentina,Salta (Argentina),19.0,M,cocarli,hojas de coca (para coquear),Tenés un poco de cocarli?,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Cocaína.,1.0,Slang para hojas de coca destinadas al masticado (acullico).,5.0,Bebida cola.,2.0
Argentina,Corrientes (Argentina),20.0,M,porá,lindo/a,Qué porá que está esa chica,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Por allá.,1.0,Palabra guaraní para belleza o lindo.,5.0,Pobre.,1.0
Argentina,Buenos Aires (Argentina),18.0,F,recu,examen recuperatorio,Me fui a recu en Matemáticas,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Recuerdo.,1.0,Recuperatorio.,5.0,Recurso.,1.0
Argentina,La Rioja (Argentina),21.0,M,chaya,harina (que se tira en carnaval),Me llenaron de chaya en la plaza,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Fiesta.,4.0,Harina o maicena que se arroja durante los festejos de carnaval.,5.0,Agua.,1.0
Argentina,Buenos Aires (Argentina),19.0,X,hate,odio (en redes),Me tiraron mucho hate en Twitter,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']","Odio en inglés, usado en contexto de redes sociales.",5.0,Sombrero.,1.0,Tener.,1.0
Argentina,Formosa (Argentina),20.0,M,tereré rupá,comida antes del tereré (cama del tereré),Hacé un tereré rupá para no que caiga mal el agua,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Ropa de tereré.,1.0,Concepto guaraní que refiere al aperitivo o base sólida que se come antes de tomar tereré.,5.0,Lugar para dormir.,2.0
Argentina,La Pampa (Argentina),19.0,F,pasto,césped,Vamos a sentarnos al pasto,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Hierba que cubre el suelo.,5.0,Comida de animales.,4.0,Droga.,1.0
Argentina,Jujuy (Argentina),18.0,M,guata,panza,Me duele la guata de tanto comer,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Algodón sintético.,2.0,Estómago o barriga (regionalismo andino/chileno).,5.0,Agua.,1.0
Argentina,Cordoba (Argentina),19.0,F,joda,fiesta,Hay alta joda en Nueva Córdoba,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Broma.,3.0,Fiesta nocturna o diversión descontrolada.,5.0,Molestia.,2.0
Argentina,Tucuman (Argentina),21.0,M,acá,caca / excremento (vulgar),Pisaste acá de perro,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Adverbio de lugar.,1.0,"En Tucumán, forma vulgar de decir 'caca'.",5.0,Aquí.,1.0
Argentina,Neuquen (Argentina),18.0,F,neuquen,audaz / vehemente (juego de palabras),Sos re neuquén vos,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Provincia argentina.,2.0,Palíndromo.,2.0,No se encuentra significado coloquial claro fuera del gentilicio.,4.0
Argentina,Buenos Aires (Argentina),19.0,M,chabón,tipo / sujeto,Ese chabón me mira mal,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Término coloquial muy común en Argentina para referirse a un hombre joven.,5.0,Jabón.,1.0,Tonto.,2.0
Argentina,Mendoza (Argentina),20.0,F,tortitas,facturas tipo pan con grasa (raspada),Compré tortitas raspadas para el mate,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Pasteles pequeños.,2.0,"Panificado típico de Mendoza (raspadas, pinchadas).",5.0,Golpes.,1.0
Argentina,Buenos Aires (Argentina),18.0,X,lpm,la p**a madre (insulto al aire),Perdí el tren lpm,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Sigla de insulto muy común.,5.0,Latidos por minuto.,1.0,Línea por metro.,1.0
Argentina,Santa Fe (Argentina),22.0,M,chopería,bar de cerveza,Vamos a la chopería de la esquina,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Lugar donde sirven chopp (cerveza).,5.0,Tienda de picados.,1.0,Carnicería.,1.0
Argentina,Cordoba (Argentina),18.0,F,tequeño,comida venezolana popular entre estudiantes,Pedimos unos tequeños para picar,"['gemma3-4b', 'ministral3-14b', 'gpt_oss-20b']",Pequeño.,1.0,"Dedo de queso envuelto en masa, originario de Venezuela, muy popular actualmente en Argentina.",5.0,Texano.,1.0
